Petroleum Experts,Move v1.1
Vertex Data,Vertex Data,Vertex Data,Orientation Data,Orientation Data,Orientation Data,Container
Real,Real,Real,Real,Real,Real,Text
X(East),Y(North),Z,dip,azimuth,strike,Object Name
#FF0000,#00FF00,#0000FF,#FFFFFF,#FFFFFF,#FFFFFF,#3F3B1F
metre,metre,metre,degree,degree,degree,
xy,xy,elevation,orientation,orientation,orientation,
1639558.258703,5344582.907725,-23476.049518,60.476330,218.994904,128.994904,Papatea
1640188.527592,5344103.087732,-23434.525397,60.464634,218.972183,128.972183,Papatea
1640486.348089,5344196.441429,-22975.256684,60.514057,218.989716,128.989716,Papatea
1640381.106510,5344718.928682,-22374.727065,60.480007,219.013855,129.013855,Papatea
1640999.219684,5344575.147196,-21885.044055,60.470535,219.000595,129.000595,Papatea
1641278.897561,5344844.802545,-21204.354819,60.471489,219.000534,129.000534,Papatea
1641821.890364,5344606.153954,-20927.776556,60.508511,219.111542,129.111542,Papatea
1642221.580328,5344663.890353,-20403.886203,60.431637,219.061752,129.061752,Papatea
1642310.285908,5344905.741238,-19973.186654,60.552120,219.010651,129.010651,Papatea
1641970.025101,5345366.955342,-19718.359903,60.527729,219.063293,129.063293,Papatea
1641569.826545,5345585.227654,-19863.716836,60.495876,218.914917,128.914917,Papatea
1642762.025523,5344932.920332,-19432.758757,60.504772,218.972534,128.972534,Papatea
1643183.391947,5344594.827380,-19428.922133,60.504852,218.972931,128.972931,Papatea
1643622.000313,5344562.247329,-18985.223888,60.563686,219.020081,129.020081,Papatea
1643779.403043,5344885.193273,-18366.237811,60.476635,219.031158,129.031158,Papatea
1644391.717441,5344612.926106,-18061.061200,60.389168,218.788467,128.788467,Papatea
1644675.665419,5344116.744577,-18427.163343,60.327839,218.906982,128.906982,Papatea
1644519.910681,5343809.223225,-19021.521642,60.535297,218.928452,128.928452,Papatea
1644078.559973,5343982.458811,-19274.405576,60.570160,218.989960,128.989960,Papatea
1643809.823036,5343784.228384,-19846.782496,60.532810,218.982132,128.982132,Papatea
1643849.216638,5343428.176468,-20291.493700,60.440159,219.069229,129.069229,Papatea
1644453.587902,5342985.424151,-20226.822237,60.449177,219.007050,129.007050,Papatea
1644506.610269,5342587.501223,-20713.518955,60.464207,218.998154,128.998154,Papatea
1645106.280232,5341993.311877,-20863.586828,60.485260,218.927078,128.927078,Papatea
1645767.494298,5341741.922321,-20474.262449,60.518925,218.973892,128.973892,Papatea
1646221.206033,5341209.765877,-20700.702866,60.495365,219.043396,129.043396,Papatea
1646846.829932,5341095.705919,-20161.308249,60.482220,219.005371,129.005371,Papatea
1646934.831695,5341453.131092,-19573.432429,60.438461,219.020599,129.020599,Papatea
1646428.480350,5341891.942027,-19533.680270,60.434502,218.939987,128.939987,Papatea
1645886.766852,5342066.673298,-19895.115674,60.499950,218.977341,128.977341,Papatea
1645438.070975,5342561.044343,-19715.473523,60.444679,219.041550,129.041550,Papatea
1644917.597168,5342955.879190,-19752.342756,60.429932,218.996414,128.996414,Papatea
1644861.071557,5343350.268961,-19273.762569,60.524998,218.962418,128.962418,Papatea
1645352.284419,5343169.648131,-18975.051653,60.562904,219.023758,129.023758,Papatea
1645528.642129,5343439.401301,-18407.881555,60.495068,219.022156,129.022156,Papatea
1646027.328687,5343286.827252,-18063.019225,60.470596,218.971619,128.971619,Papatea
1646329.361335,5343509.497295,-17422.565210,60.427067,218.971756,128.971756,Papatea
1646148.835293,5343863.241257,-17137.402064,60.473843,218.915634,128.915634,Papatea
1646618.499851,5343907.634736,-16554.562541,60.552856,218.914505,128.914505,Papatea
1647160.409960,5343516.966517,-16489.898270,60.552223,218.927765,128.927765,Papatea
1647552.420373,5343539.997091,-16022.030698,60.542263,218.917633,128.917633,Papatea
1647963.224119,5343172.020124,-16070.789016,60.550621,219.069824,129.069824,Papatea
1648390.927428,5343265.274305,-15466.311681,60.484009,218.999390,128.999390,Papatea
1648887.838476,5342816.773690,-15529.136305,60.482212,219.040619,129.040619,Papatea
1649353.806493,5342784.883406,-15053.830985,60.535408,219.090652,129.090652,Papatea
1649350.289125,5343214.428676,-14468.643921,60.456161,219.106522,129.106522,Papatea
1649013.626926,5343698.176120,-14179.566985,60.489262,218.952286,128.952286,Papatea
1648607.795554,5343866.032012,-14399.463900,60.476116,218.923630,128.923630,Papatea
1648341.379088,5343688.026397,-14940.334768,60.540565,218.950775,128.950775,Papatea
1649846.224919,5343067.934213,-14117.651183,60.434837,219.077850,129.077850,Papatea
1650056.691563,5343353.640890,-13492.148910,60.481987,219.073624,129.073624,Papatea
1650694.914355,5343062.569892,-13182.255369,60.444603,218.954224,128.954224,Papatea
1650952.629785,5342627.148107,-13493.866980,60.461384,218.932831,128.932831,Papatea
1651477.705147,5342330.390423,-13318.914930,60.461887,218.936813,128.936813,Papatea
1651905.702145,5342294.657587,-12892.236896,60.546223,218.977036,128.977036,Papatea
1651884.139122,5342567.738074,-12540.371544,60.540161,218.980240,128.980240,Papatea
1652208.929514,5342665.155920,-12044.336720,60.563011,218.988953,128.988953,Papatea
1652733.154148,5342385.128100,-11846.171459,60.543472,218.947433,128.947433,Papatea
1653020.557122,5341918.621313,-12167.984725,60.481319,219.025238,129.025238,Papatea
1653591.136907,5341674.856738,-11868.123362,60.480560,219.002945,129.002945,Papatea
1653903.885894,5341827.559925,-11311.169295,60.458786,219.004730,129.004730,Papatea
1654438.999005,5341665.557501,-10940.184664,60.421852,218.911133,128.911133,Papatea
1654397.155655,5342073.519881,-10425.921491,60.535053,218.877380,128.877380,Papatea
1654689.859890,5341272.084845,-11201.180903,60.379635,219.001572,129.001572,Papatea
1655279.769297,5341054.556003,-10844.576043,60.394768,219.083313,129.083313,Papatea
1655662.464661,5341248.604313,-10152.982219,60.528313,219.081284,129.081284,Papatea
1656267.387786,5340888.062131,-9973.321015,60.530090,219.088074,129.088074,Papatea
1656707.496959,5340858.245267,-9524.873607,60.388653,219.015625,129.015625,Papatea
1656660.627013,5341208.362046,-9097.033427,60.514122,218.979950,128.979950,Papatea
1657184.749071,5341059.270136,-8718.399227,60.559402,219.010910,129.010910,Papatea
1657598.399084,5340591.720666,-8900.889174,60.560242,218.996613,128.996613,Papatea
1657957.730771,5340501.570821,-8624.552882,60.547462,218.979355,128.979355,Papatea
1658434.582507,5340093.594611,-8654.588797,60.545502,219.021240,129.021240,Papatea
1658552.601347,5339754.232850,-8990.406119,60.588501,218.974518,128.974518,Papatea
1659065.552659,5339393.775037,-8914.780258,60.587696,219.018387,129.018387,Papatea
1659559.589196,5339285.260837,-8513.539307,60.530552,218.967773,128.967773,Papatea
1659525.140483,5339672.432864,-8019.520941,60.499638,218.976608,128.976608,Papatea
1658913.085105,5340120.308825,-8084.944569,60.497326,219.014938,129.014938,Papatea
1659926.457169,5339692.283869,-7546.372303,60.476639,218.962189,128.962189,Papatea
1660370.844414,5339366.677422,-7500.125945,60.471775,218.945511,128.945511,Papatea
1660609.318216,5339608.288113,-6903.311156,60.505684,218.966797,128.966797,Papatea
1660438.980577,5340036.439778,-6504.318681,60.496967,218.980957,128.980957,Papatea
1661081.893429,5339422.469270,-6632.721113,60.518490,219.028671,129.028671,Papatea
1661226.782317,5338982.274696,-7076.288268,60.521832,219.020248,129.020248,Papatea
1661710.978519,5338771.577044,-6828.211067,60.497005,218.827026,128.827026,Papatea
1662067.125097,5339005.505319,-6111.544602,60.495186,218.825806,128.825806,Papatea
1661971.411641,5339470.295985,-5578.304591,60.462612,218.870529,128.870529,Papatea
1661470.376174,5339676.562284,-5851.403901,60.484871,219.036026,129.036026,Papatea
1662525.020054,5338655.869485,-6083.807300,60.526222,219.006516,129.006516,Papatea
1662799.289782,5338132.921335,-6497.218575,60.513992,219.017059,129.017059,Papatea
1663396.766278,5337718.234015,-6401.427677,60.534561,219.049973,129.049973,Papatea
1663780.742198,5337764.381726,-5909.824391,60.534828,219.050049,129.050049,Papatea
1663685.803256,5338171.265370,-5456.272777,60.545158,219.041763,129.041763,Papatea
1663027.557608,5338648.065808,-5534.464788,60.549690,219.023178,129.023178,Papatea
1664154.737292,5338238.557133,-4843.240292,60.339172,218.963028,128.963028,Papatea
1664758.005333,5337937.573968,-4587.008980,60.360470,219.038300,129.038300,Papatea
1665174.814026,5338133.085474,-3856.615265,60.497459,219.033569,129.033569,Papatea
1664867.288882,5338576.374794,-3588.921203,60.596062,218.878983,128.878983,Papatea
1664249.025513,5338926.977536,-3794.295635,60.613972,218.983856,128.983856,Papatea
1663953.282616,5338784.671381,-4318.221009,60.410137,218.850311,128.850311,Papatea
1665221.089123,5338787.279149,-2905.475328,60.458855,218.930222,128.930222,Papatea
1665768.578010,5338641.453114,-2498.090873,60.483875,218.982330,128.982330,Papatea
1666199.336032,5338219.740597,-2598.271245,60.477444,219.002319,129.002319,Papatea
1666335.127555,5337763.158563,-3073.992617,60.481457,218.999863,128.999863,Papatea
1665908.146646,5337692.725627,-3645.360940,60.489887,219.003708,129.003708,Papatea
1666169.522184,5337025.757726,-4269.992183,60.467491,219.018738,129.018738,Papatea
1666717.083580,5336596.596879,-4249.582111,60.477749,219.076614,129.076614,Papatea
1667164.541494,5336675.696535,-3645.353537,60.335602,218.965775,128.965775,Papatea
1667043.961008,5337175.290319,-3094.395285,60.460361,218.900635,128.900635,Papatea
1667464.110390,5337221.726913,-2563.177067,60.599667,218.978012,128.978012,Papatea
1667320.679257,5337672.006874,-2102.032301,60.604923,218.975266,128.975266,Papatea
1666764.738351,5338082.152314,-2157.529147,60.579132,219.050598,129.050598,Papatea
1666758.169905,5338344.662795,-1803.904012,60.516819,219.080215,129.080215,Papatea
1667315.103696,5338192.637679,-1394.371930,60.303917,218.974716,128.974716,Papatea
1667316.656016,5338459.736396,-1030.621500,60.065495,219.097855,129.097855,Papatea
1667858.683643,5337786.016663,-1347.752490,60.251801,219.117645,129.117645,Papatea
1668423.376150,5337622.139749,-953.652868,59.699757,218.806808,128.806808,Papatea
1668445.826263,5337873.155056,-588.044470,60.503139,218.474426,128.474426,Papatea
1668770.488729,5337186.948060,-1165.527006,59.871277,218.428467,128.428467,Papatea
1669339.350708,5336864.429537,-986.403829,59.975037,218.795059,128.795059,Papatea
1669620.713953,5336350.095739,-1381.106827,60.393738,218.377533,128.377533,Papatea
1669201.663454,5336182.879040,-2071.568289,60.513451,218.398300,128.398300,Papatea
1669447.077860,5335740.126850,-2413.452163,60.366058,218.661545,128.661545,Papatea
1670050.586140,5335480.144123,-2010.101634,61.874798,227.011261,137.011261,Papatea
1670468.119511,5335547.343942,-1403.822326,57.728596,227.688126,137.688126,Papatea
1670283.661730,5335974.543368,-1116.711393,60.952950,223.346252,133.346252,Papatea
1670899.770353,5334998.036539,-1258.685605,63.137630,249.891586,159.891586,Papatea
1671172.715805,5334856.689954,-868.373812,61.336658,249.005829,159.005829,Papatea
1670845.891777,5334386.676189,-1686.888657,56.610603,252.529358,162.529358,Papatea
1671041.954580,5333598.292670,-1389.526744,66.759979,275.942078,185.942078,Papatea
1670944.182001,5332984.576774,-1491.191892,67.757538,274.282532,184.282532,Papatea
1671233.867556,5332292.645116,-913.112568,63.186737,259.729034,169.729034,Papatea
1671235.834014,5331731.929227,-1121.339347,63.735836,258.690369,168.690369,Papatea
1671614.552775,5330940.610117,-738.526823,62.571945,255.828293,165.828293,Papatea
1671462.750312,5330366.246733,-1289.577076,62.398773,255.988876,165.988876,Papatea
1671624.944096,5329664.917545,-1314.372425,62.405125,255.901306,165.901306,Papatea
1671976.174255,5329246.916991,-859.704110,62.267380,255.726776,165.726776,Papatea
1672047.645977,5328510.655596,-1056.597543,61.751427,257.136017,167.136017,Papatea
1671810.748787,5328317.514661,-1586.758737,63.185253,256.603760,166.603760,Papatea
1671878.685117,5327520.617319,-1720.080958,61.404800,262.672485,172.672485,Papatea
1671556.414828,5327233.087495,-2447.973442,65.669022,261.327118,171.327118,Papatea
1671536.999871,5326347.166995,-2674.943648,64.110069,267.541534,177.541534,Papatea
1671160.357799,5326280.885520,-3486.368022,65.936501,267.032776,177.032776,Papatea
1671052.578692,5325671.464605,-3786.518878,65.506729,267.777954,177.777954,Papatea
1670730.381835,5325496.768504,-4508.895713,65.563637,267.771973,177.771973,Papatea
1670424.378209,5325999.419224,-5049.831881,62.235828,265.384644,175.384644,Papatea
1670163.941206,5325687.307656,-5662.809174,68.968674,262.102600,172.102600,Papatea
1670234.792445,5324924.870260,-5650.028919,65.730034,269.450867,179.450867,Papatea
1670415.702498,5324191.173919,-5244.803599,66.351021,270.258179,180.258179,Papatea
1669944.058222,5324926.191843,-6295.798388,65.791191,269.426575,179.426575,Papatea
1669630.430284,5325655.041040,-6776.230887,62.096436,260.188751,170.188751,Papatea
1669351.982099,5325732.341023,-7307.876947,66.824249,259.606049,169.606049,Papatea
1669258.513440,5325212.732463,-7696.645242,64.580345,261.950134,171.950134,Papatea
1669279.332310,5324577.016080,-7753.182983,64.311119,267.940521,177.940521,Papatea
1669496.605253,5324191.016226,-7309.718559,66.029999,269.451782,179.451782,Papatea
1669021.417248,5324103.964940,-8340.870057,65.430336,267.400574,177.400574,Papatea
1668790.665476,5324404.280638,-8808.520744,64.910072,267.208252,177.208252,Papatea
1668723.588585,5325261.437864,-8720.690428,62.931938,257.800201,167.800201,Papatea
1668355.287912,5325677.840579,-9239.423275,62.322483,257.379059,167.379059,Papatea
1668073.839784,5325456.731480,-9871.790234,63.824116,256.661316,166.661316,Papatea
1668079.257922,5324882.110511,-10121.695725,63.387115,257.337158,167.337158,Papatea
1667671.068857,5325189.428110,-10762.601658,61.815437,256.835114,166.835114,Papatea
1667548.433833,5324922.430950,-11113.998776,63.368763,255.944016,165.944016,Papatea
1667640.911460,5324259.100177,-11207.941006,62.453037,259.904297,169.904297,Papatea
1667311.507907,5324340.624521,-11791.062444,61.612869,259.897644,169.897644,Papatea
1667219.030280,5325003.955294,-11697.120214,62.368168,255.576660,165.576660,Papatea
1666937.708831,5325462.544056,-12004.843418,62.544556,255.952682,165.952682,Papatea
1666551.091971,5325435.621124,-12735.943857,62.309620,255.950546,165.950546,Papatea
1666181.616235,5326178.160208,-13075.856809,62.317276,255.975510,165.975510,Papatea
1665880.211027,5326232.067715,-13608.050920,62.281822,255.976532,165.976532,Papatea
1665797.175365,5325720.973199,-13999.829463,62.450729,255.807388,165.807388,Papatea
1665838.836439,5325111.341208,-14209.341623,62.452408,255.774673,165.774673,Papatea
1665573.848638,5324645.957930,-14920.928512,62.445896,255.774521,165.774521,Papatea
1665268.449814,5324868.591618,-15382.663537,62.401089,255.731873,165.731873,Papatea
1665077.830676,5325641.758217,-15371.744717,62.403011,255.746017,165.746017,Papatea
1664706.253410,5325872.658636,-15956.656150,62.827000,255.943848,165.943848,Papatea
1664447.351483,5325676.548101,-16532.200041,62.333969,256.127563,166.127563,Papatea
1664452.009755,5325054.779363,-16815.551283,62.611603,255.705429,165.705429,Papatea
1664853.091370,5324204.244426,-16467.893777,62.673294,255.856064,165.856064,Papatea
1665165.377408,5324155.870663,-15907.998763,62.278736,255.807358,165.807358,Papatea
1665501.241728,5323587.773940,-15552.405143,62.331581,255.865097,165.865097,Papatea
1665692.272168,5323938.922965,-15033.952649,62.445549,255.771210,165.771210,Papatea
1664791.481929,5323586.077879,-16875.719066,62.665432,255.865128,165.865128,Papatea
1664459.390797,5323511.899289,-17530.567424,62.419266,255.858337,165.858337,Papatea
1664155.733076,5324075.820478,-17827.292152,62.271893,255.698746,165.698746,Papatea
1663860.137449,5323990.708913,-18413.883875,62.413017,255.700806,165.700806,Papatea
1663797.224901,5323399.923741,-18810.364971,62.449562,255.665085,165.665085,Papatea
1663422.062708,5323521.428207,-19449.816470,62.477974,255.678787,165.678787,Papatea
1663221.309627,5323999.394001,-19602.273589,62.659492,256.247070,166.247070,Papatea
1662907.614929,5324115.224476,-20129.037878,61.809113,255.950790,165.950790,Papatea
1662703.798713,5324744.349307,-20244.587258,62.033657,258.983948,168.983948,Papatea
1662884.906994,5325094.726119,-19751.669030,63.816525,257.377777,167.377777,Papatea
1662801.293788,5325824.001610,-19801.232837,63.892715,270.501373,180.501373,Papatea
1662549.647805,5326223.466315,-20397.302676,69.857559,273.001740,183.001740,Papatea
1662330.323367,5325714.850625,-20845.356037,65.358719,274.865448,184.865448,Papatea
1662400.861069,5324965.009108,-20742.204426,63.486115,259.246307,169.246307,Papatea
1662321.782653,5324562.579226,-21047.643113,63.425594,259.305878,169.305878,Papatea
1662015.981221,5324994.750015,-21612.583469,72.488693,259.924194,169.924194,Papatea
1661926.100480,5325756.129666,-21750.037159,65.849075,275.252991,185.252991,Papatea
1662161.364209,5326073.800394,-21288.248414,66.124580,275.123352,185.123352,Papatea
1662090.616462,5326838.855647,-21414.986828,63.744038,261.600006,171.600006,Papatea
1661805.103954,5327013.511918,-21947.399735,64.753174,261.709656,171.709656,Papatea
1661743.152176,5326405.821222,-22147.497207,58.663506,269.157227,179.157227,Papatea
1661555.913390,5327577.715612,-22033.446512,59.957848,237.572525,147.572525,Papatea
1661787.083101,5327810.013424,-21481.630813,59.877003,237.616531,147.616531,Papatea
1661550.562674,5328340.936376,-21187.111913,64.621773,228.678833,138.678833,Papatea
1661849.675780,5328616.451423,-20480.683806,54.541168,228.343536,138.343536,Papatea
1661540.638363,5329300.488120,-20042.031701,60.630150,218.910568,128.910568,Papatea
1660974.346894,5329712.642136,-20101.721417,60.575146,218.678848,128.678848,Papatea
1660582.321194,5329698.146510,-20556.061154,60.567532,218.673218,128.673218,Papatea
1660376.936754,5329480.522386,-21083.014875,60.414185,218.686935,128.686935,Papatea
1660476.696413,5329118.693634,-21471.556568,60.481289,218.628204,128.628204,Papatea
1660949.259215,5328648.648696,-21591.341238,60.317886,219.355118,129.355118,Papatea
1659930.119865,5329129.009236,-22059.537537,60.446827,218.610138,128.610138,Papatea
1659426.738059,5329454.519173,-22167.865163,60.454056,218.941330,128.941330,Papatea
1659093.423168,5329941.528343,-21868.139623,60.509613,218.880127,128.880127,Papatea
1659305.154626,5330196.775720,-21280.820719,60.578354,218.880798,128.880798,Papatea
1658918.146467,5330738.060340,-20966.454569,60.458748,219.077469,129.077469,Papatea
1658304.262039,5330994.382556,-21298.302204,60.461205,219.089279,129.089279,Papatea
1657942.850849,5330853.596089,-21893.008142,60.438812,219.087799,129.087799,Papatea
1658345.003819,5330342.026496,-22148.479412,60.554523,218.931091,128.931091,Papatea
1657373.922144,5331217.081203,-22025.845890,60.398201,218.886276,128.886276,Papatea
1656848.814618,5331285.731601,-22515.891842,60.640484,219.009491,129.009491,Papatea
1656778.512435,5330922.712105,-23092.716551,60.409950,219.116928,129.116928,Papatea
1657187.034541,5330487.408292,-23235.977887,60.541744,218.780457,128.780457,Papatea
1656106.084721,5331074.978655,-23632.062218,60.427261,219.134323,129.134323,Papatea
1655550.061719,5331584.927516,-23550.048478,60.478065,218.861679,128.861679,Papatea
1655541.283752,5331931.702428,-23083.835976,60.380112,218.907288,128.907288,Papatea
1655014.803596,5332412.491120,-23008.310904,60.351215,218.987061,128.987061,Papatea
1654415.850122,5332679.492968,-23306.651631,60.400936,219.043152,129.043152,Papatea
1654275.188966,5332448.381735,-23779.438237,60.489861,219.036560,129.036560,Papatea
1653693.648111,5332580.964750,-24244.052820,60.461075,219.006424,129.006424,Papatea
1653298.671151,5332907.069897,-24236.335616,60.455227,219.115433,129.115433,Papatea
1653379.714987,5333312.636806,-23590.739561,60.469109,219.099854,129.099854,Papatea
1652986.122789,5333629.654558,-23591.796756,60.481155,218.761307,128.761307,Papatea
1652999.194852,5334041.540222,-23010.715309,60.440319,218.801483,128.801483,Papatea
1652433.752472,5334448.757346,-23078.254352,60.435143,218.984482,128.984482,Papatea
1651872.894077,5334499.378099,-23633.878520,60.654202,219.084198,129.084198,Papatea
1651234.751864,5334979.341173,-23685.303064,60.667122,218.948105,128.948105,Papatea
1651174.340180,5335328.356481,-23272.731720,60.380104,219.139587,129.139587,Papatea
1650594.472462,5335722.291883,-23377.253464,60.416672,218.961227,128.961227,Papatea
1650029.738659,5335803.387271,-23892.398542,60.466572,218.980057,128.980057,Papatea
1650057.609286,5335393.516230,-24424.194412,60.486893,218.965057,128.965057,Papatea
1650682.754774,5334963.405534,-24321.620678,60.493046,218.862717,128.862717,Papatea
1650846.558256,5334506.417423,-24766.996410,60.377537,218.989304,128.989304,Papatea
1650444.153864,5334294.985816,-25503.998105,60.535656,218.990829,128.990829,Papatea
1650755.381637,5333816.149118,-25815.118429,60.481216,219.111221,129.111221,Papatea
1649947.293549,5334501.093981,-25773.964287,60.545322,219.017929,129.017929,Papatea
1649661.739382,5334337.356100,-26317.091717,60.506084,218.988724,128.988724,Papatea
1649289.456351,5334790.042952,-26107.964641,60.523521,218.871201,128.871201,Papatea
1649575.010518,5334953.780834,-25564.837211,60.570164,218.883041,128.883041,Papatea
1649505.149061,5335362.698496,-25080.020853,60.473846,218.955414,128.955414,Papatea
1648988.462781,5335779.149258,-25081.988739,60.473946,218.977921,128.977921,Papatea
1648602.678915,5335654.150166,-25682.516897,60.510254,219.013123,129.013123,Papatea
1648166.761969,5336023.221964,-25660.323729,60.505859,218.978378,128.978378,Papatea
1647995.323341,5336498.770635,-25198.184936,60.446430,219.031021,129.031021,Papatea
1648277.687979,5336655.016551,-24670.630690,60.437630,219.028641,129.028641,Papatea
1647885.018619,5337198.162747,-24362.621948,60.440598,219.023651,129.023651,Papatea
1647316.609937,5337454.698629,-24641.705028,60.401363,218.980362,128.980362,Papatea
1647159.795407,5337173.786375,-25200.693525,60.472057,218.976532,128.976532,Papatea
1647445.839451,5336761.004578,-25449.164691,60.445560,219.027466,129.027466,Papatea
1647366.176938,5336435.861786,-25984.478365,60.567081,218.995636,128.995636,Papatea
1647057.801302,5336434.839166,-26329.040385,60.489902,218.937561,128.937561,Papatea
1647065.598308,5336060.167521,-26834.484535,60.416767,218.961670,128.961670,Papatea
1647363.023139,5335716.403696,-26976.460783,60.441002,218.885895,128.885895,Papatea
1647817.187982,5335618.074014,-26607.035073,60.524731,219.044083,129.044083,Papatea
1647828.138787,5335962.860459,-26120.496806,60.572334,219.028229,129.028229,Papatea
1646584.296188,5336243.777707,-27116.489269,60.437382,218.997009,128.997009,Papatea
1646328.908839,5336700.812890,-26773.335793,60.451939,218.976288,128.976288,Papatea
1645877.445273,5337042.749255,-26806.516161,60.486427,219.099457,129.099457,Papatea
1645826.058928,5337476.490073,-26268.190060,60.558277,219.041336,129.041336,Papatea
1645419.319079,5337934.372560,-26091.193629,60.566483,218.975769,128.975769,Papatea
1645651.142908,5338205.822334,-25459.793566,60.473682,218.985382,128.985382,Papatea
1645488.069453,5338573.220499,-25136.672074,60.476688,218.982086,128.982086,Papatea
1645027.896886,5338874.784605,-25234.454429,60.467117,219.064011,129.064011,Papatea
1644587.395641,5338873.357912,-25725.621103,60.424084,219.001831,129.001831,Papatea
1644478.509577,5338556.417376,-26281.865098,60.539459,218.929718,128.929718,Papatea
1644906.359666,5338068.818204,-26477.288349,60.537853,218.940338,128.940338,Papatea
1643951.406201,5338747.097191,-26606.191587,60.571411,218.972244,128.972244,Papatea
1643751.410187,5338616.189885,-27009.155269,60.520813,218.967987,128.967987,Papatea
1643893.536743,5338204.368434,-27417.888945,60.553959,218.940033,128.940033,Papatea
1643764.456573,5339209.432772,-26178.960823,60.474396,219.071609,129.071609,Papatea
1643296.370144,5339623.433718,-26131.689589,60.476856,219.014984,129.014984,Papatea
1642795.116984,5339623.703274,-26688.386207,60.467793,219.007584,129.007584,Papatea
1642225.093391,5340085.590917,-26687.797099,60.466896,218.975189,128.975189,Papatea
1642079.007427,5340517.036392,-26257.358009,60.517681,218.930435,128.930435,Papatea
1641547.676102,5340941.602510,-26264.686681,60.522682,219.029724,129.029724,Papatea
1641103.802365,5341023.878962,-26646.448807,60.543064,219.048431,129.048431,Papatea
1641246.879032,5340553.586223,-27134.276397,60.607250,219.025848,129.025848,Papatea
1641836.838733,5340039.864296,-27182.953362,60.615242,219.060181,129.060181,Papatea
1641839.973737,5339677.469139,-27676.987657,60.431030,219.145081,129.145081,Papatea
1641278.252922,5339941.726021,-27938.974218,60.363045,219.005676,129.005676,Papatea
1640913.625422,5340516.835960,-27555.663861,60.434631,218.957169,128.957169,Papatea
1640344.058141,5340802.940047,-27794.752434,60.434631,218.957169,128.957169,Papatea
1640156.889973,5340501.301236,-28416.683568,60.523781,218.927490,128.927490,Papatea
1639595.801900,5340755.168624,-28691.604580,60.548450,218.971573,128.971573,Papatea
1639452.696869,5341191.688675,-28250.800338,60.490734,219.023697,129.023697,Papatea
1639111.817673,5341538.600010,-28153.707553,60.493145,219.006592,129.006592,Papatea
1638637.707671,5341704.244660,-28452.963726,60.464016,218.948364,128.948364,Papatea
1638475.963480,5342172.713219,-27988.830081,60.500614,218.903259,128.903259,Papatea
1638071.782256,5342462.293775,-28040.590715,60.508541,219.066025,129.066025,Papatea
1637615.642751,5342468.838209,-28540.745782,60.575176,219.107178,129.107178,Papatea
1637558.435729,5342189.393530,-28987.781987,60.439949,219.173233,129.173233,Papatea
1637052.373094,5342954.816083,-28500.183721,60.610229,218.960815,128.960815,Papatea
1636620.212446,5343038.119835,-28866.358534,60.478977,218.873810,128.873810,Papatea
1636061.191029,5343479.920366,-28880.892674,60.512581,219.067764,129.067764,Papatea
1635903.377509,5343955.331310,-28404.309698,60.496696,219.079514,129.079514,Papatea
1635479.429178,5344300.694325,-28401.711261,60.493336,218.890686,128.890686,Papatea
1635073.620198,5344214.865210,-28969.318976,60.457554,218.842697,128.842697,Papatea
1635067.019169,5343891.820835,-29419.615430,60.364201,218.917313,128.917313,Papatea
1635630.641669,5343502.239005,-29328.590692,60.364872,219.033279,129.033279,Papatea
1634741.644325,5344534.969023,-28897.548147,60.441151,218.947388,128.947388,Papatea
1634826.611237,5344912.294044,-28285.207040,60.489597,218.916489,128.916489,Papatea
1634311.796116,5345352.710776,-28252.484964,60.486061,219.018555,129.018555,Papatea
1634286.837147,5345762.649067,-27717.666958,60.482151,219.021149,129.021149,Papatea
1634896.040740,5345696.697008,-27131.059822,60.462036,219.006897,129.006897,Papatea
1635521.476375,5345282.473758,-27004.274913,60.460384,219.016510,129.016510,Papatea
1636026.046191,5345364.581801,-26330.576564,60.499969,219.028564,129.028564,Papatea
1636561.391407,5345053.720607,-26161.943664,60.491444,218.989426,128.989426,Papatea
1636845.699843,5345223.968797,-25611.834192,60.515610,219.001572,129.001572,Papatea
1637322.835493,5345032.467306,-25344.393630,60.500698,218.956467,128.956467,Papatea
1637691.223137,5344597.720119,-25531.847590,60.485760,219.014740,129.014740,Papatea
1638346.010184,5344473.396468,-24974.832095,60.465855,218.988495,128.988495,Papatea
1638597.900576,5344792.060457,-24257.209265,60.520214,218.963943,128.963943,Papatea
1638109.590284,5345231.924533,-24196.411635,60.471565,219.058075,129.058075,Papatea
1637489.312247,5345348.007731,-24726.580504,60.426430,218.995651,128.995651,Papatea
1638229.194246,5345472.431935,-23733.205599,60.530743,219.025070,129.025070,Papatea
1638668.428576,5345450.484906,-23274.617514,60.459019,219.014404,129.014404,Papatea
1639303.922675,5344463.095491,-23923.712236,60.541882,219.011703,129.011703,Papatea
1639672.934544,5343900.145668,-24286.683440,60.527134,219.023148,129.023148,Papatea
1639410.923094,5343776.531895,-24748.286193,60.503963,219.017197,129.017197,Papatea
1639746.334502,5343228.797552,-25128.305222,60.570805,218.961716,128.961716,Papatea
1640338.657425,5342764.695158,-25107.040259,60.591660,219.024384,129.024384,Papatea
1640662.314954,5342810.391441,-24683.280940,60.520832,218.989685,128.989685,Papatea
1640632.115590,5343251.566072,-24110.881514,60.478985,219.011383,129.011383,Papatea
1640273.616855,5343640.378779,-23975.402373,60.494583,218.956146,128.956146,Papatea
