Petroleum Experts,Move v1.1
Vertex Data,Vertex Data,Vertex Data,Orientation Data,Orientation Data,Orientation Data,Container
Real,Real,Real,Real,Real,Real,Text
X(East),Y(North),Z,dip,azimuth,strike,Object Name
#FF0000,#00FF00,#0000FF,#FFFFFF,#FFFFFF,#FFFFFF,#3F3B1F
metre,metre,metre,degree,degree,degree,
xy,xy,elevation,orientation,orientation,orientation,
1710852.511146,5377246.812431,-4792.165869,79.788887,324.234161,234.234161,Needles
1710341.855772,5376749.149306,-4246.171027,79.209221,323.284607,233.284607,Needles
1709723.694885,5376322.930320,-4566.370374,81.423965,319.778625,229.778625,Needles
1709511.038153,5376316.175052,-5332.119985,79.307510,319.803375,229.803375,Needles
1708919.580228,5375885.008861,-5711.645255,80.530167,316.421844,226.421844,Needles
1708592.945208,5375448.430309,-5220.464319,79.926170,315.089050,225.089050,Needles
1708152.504692,5375087.141844,-5577.342025,80.471321,313.819305,223.819305,Needles
1708031.130491,5375158.803338,-6364.913624,79.717476,313.877075,223.877075,Needles
1707568.307088,5374759.640421,-6702.103979,79.983147,313.234619,223.234619,Needles
1707333.619339,5374715.836205,-7504.074568,80.069366,313.231323,223.231323,Needles
1706823.226932,5374259.505545,-7837.319056,80.059029,313.403137,223.403137,Needles
1706623.906408,5373921.187095,-7342.533199,79.948753,313.271301,223.271301,Needles
1706161.840447,5373498.092431,-7594.713728,79.906349,313.588470,223.588470,Needles
1705994.203701,5373186.138838,-7063.958358,80.006432,313.707672,223.707672,Needles
1705514.470224,5372772.167450,-7417.237113,80.015160,313.469269,223.469269,Needles
1705414.747467,5372501.299067,-6777.445007,79.879883,313.275848,223.275848,Needles
1705819.513096,5372710.593383,-5934.250813,79.788216,313.353607,223.353607,Needles
1706144.974261,5373138.300527,-6263.005899,79.881439,313.763824,223.763824,Needles
1705873.846584,5372575.993831,-5191.293137,80.027153,313.472473,223.472473,Needles
1706364.606269,5372990.772267,-4792.869536,79.988213,313.576385,223.576385,Needles
1704987.542953,5372074.558738,-6872.824064,79.916679,313.545441,223.545441,Needles
1704578.791704,5371873.867057,-7772.657351,80.074272,313.305481,223.305481,Needles
1704717.521256,5372236.142853,-8620.230103,80.157135,313.361725,223.361725,Needles
1705225.995261,5372707.702916,-8360.188922,80.131874,313.483337,223.483337,Needles
1705492.986226,5373083.764120,-8733.353629,80.118111,313.455841,223.455841,Needles
1705256.193778,5373070.730121,-9656.139513,79.842758,313.382629,223.382629,Needles
1704743.243201,5372597.545175,-9923.609426,79.846916,313.362732,223.362732,Needles
1704471.561643,5372139.019110,-9260.864723,80.009308,313.449371,223.449371,Needles
1703957.012889,5371598.033171,-9259.498126,79.952728,313.720947,223.720947,Needles
1703793.808211,5371245.893030,-8547.753707,80.027184,313.780640,223.780640,Needles
1704169.627414,5371424.603173,-7701.547552,80.118118,313.682739,223.682739,Needles
1704076.329646,5371139.111656,-6969.120754,79.849770,313.435822,223.435822,Needles
1703548.883570,5370641.804156,-7147.803593,79.869041,314.818451,224.818451,Needles
1703396.609933,5370334.926259,-6536.569206,79.986389,314.916962,224.916962,Needles
1702967.903318,5369926.049708,-6613.647854,80.017838,315.227356,225.227356,Needles
1702557.163054,5369629.973013,-7075.369967,80.267227,314.941254,224.941254,Needles
1702362.471802,5369305.420892,-6553.095545,80.026054,314.716400,224.716400,Needles
1702773.212067,5369601.497587,-6091.373431,79.844818,315.059387,225.059387,Needles
1701983.448941,5368869.049745,-6330.908361,80.056595,314.909393,224.909393,Needles
1701575.636686,5368616.296305,-6959.002646,80.032417,314.941864,224.941864,Needles
1701483.071393,5368777.555800,-7976.720567,79.966820,314.920258,224.920258,Needles
1700909.479212,5368273.868428,-8253.431558,79.922997,315.134613,225.134613,Needles
1700595.547129,5367771.719234,-7496.451870,79.931953,315.138367,225.138367,Needles
1700015.163295,5367178.352473,-7438.451586,79.959625,315.012726,225.012726,Needles
1699843.864792,5366801.738799,-6621.713235,79.894165,314.965698,224.965698,Needles
1699430.285405,5366327.905536,-6388.960944,79.880661,314.835999,224.835999,Needles
1698898.661118,5365954.058570,-7015.128121,79.789871,314.996124,224.996124,Needles
1698503.356954,5365458.100861,-6615.461162,79.882271,315.155914,225.155914,Needles
1697985.116848,5364984.877838,-6788.599765,79.901749,315.002075,225.002075,Needles
1697966.815195,5364750.100111,-5919.844606,80.091164,315.056244,225.056244,Needles
1697677.492879,5364366.787860,-5538.812531,80.065147,314.991455,224.991455,Needles
1697178.094840,5363943.496427,-5849.958921,80.088745,314.899536,224.899536,Needles
1696933.074471,5363532.376519,-5185.268969,80.029121,314.849548,224.849548,Needles
1697209.775686,5363642.080130,-4515.922068,79.876022,314.936890,224.936890,Needles
1697681.624290,5364145.168460,-4635.985947,79.874931,314.954254,224.954254,Needles
1696455.206383,5363036.885986,-5113.857925,80.004021,315.151581,225.151581,Needles
1696191.108272,5362956.940003,-5851.997631,80.058975,315.105408,225.105408,Needles
1696355.935210,5363343.270227,-6746.114099,79.998161,315.036774,225.036774,Needles
1695922.149487,5363078.312856,-7431.286885,80.167175,314.869385,224.869385,Needles
1695471.315437,5362522.679046,-7010.940731,80.189964,314.910919,224.910919,Needles
1695669.668495,5362474.926131,-6009.924589,80.085236,314.948364,224.948364,Needles
1695380.554754,5362025.505538,-5376.668233,79.889069,314.650421,224.650421,Needles
1694715.539827,5361453.969196,-5753.992549,79.806183,315.095428,225.095428,Needles
1694390.829016,5361346.975753,-6615.309619,79.985077,315.063202,225.063202,Needles
1694445.138109,5361031.568181,-5142.220956,80.011757,315.274323,225.274323,Needles
1694755.824245,5361153.969067,-4392.484494,80.077538,315.252563,225.252563,Needles
1695816.113775,5363139.020782,-8092.235546,79.576836,314.738129,224.738129,Needles
1696256.248944,5363687.566937,-8528.767262,80.054474,315.349030,225.349030,Needles
1696045.470730,5363652.435365,-9239.406490,80.347061,315.259399,225.259399,Needles
1695495.035679,5363125.095583,-9320.162763,80.406982,315.118378,225.118378,Needles
1695342.633896,5362821.649845,-8716.423208,79.746643,314.465851,224.465851,Needles
1695337.175424,5363143.886930,-10035.893960,79.942825,315.225647,225.225647,Needles
1694892.775825,5362773.907680,-10327.747809,80.020622,314.961884,224.961884,Needles
1694769.389695,5362891.160012,-11297.452775,80.069016,314.946686,224.946686,Needles
1694365.513259,5362553.447205,-11566.884752,80.063309,314.965332,224.965332,Needles
1694177.384013,5362142.724417,-10675.092053,79.997826,314.831146,224.831146,Needles
1694537.619486,5362316.929832,-9924.511555,79.972755,314.863831,224.863831,Needles
1695171.794449,5363416.182430,-11781.615619,80.017059,314.772949,224.772949,Needles
1695718.986219,5363825.452300,-11226.739123,79.814331,315.023010,225.023010,Needles
1695760.981064,5363670.409131,-10450.722430,79.824699,315.024353,225.024353,Needles
1696267.775153,5364034.241522,-9888.817637,79.827034,315.021606,225.021606,Needles
1696842.053743,5364647.686719,-10037.610838,79.801613,314.877197,224.877197,Needles
1696845.202363,5364872.956158,-10919.470208,80.030571,314.953888,224.953888,Needles
1696228.928928,5364414.554129,-11546.693700,79.885933,315.182922,225.182922,Needles
1696265.901468,5364645.107556,-12322.804086,80.025345,315.202179,225.202179,Needles
1696742.318913,5365168.054076,-12518.627996,79.995918,315.013245,225.013245,Needles
1696817.357190,5365418.739988,-13219.635224,79.919891,314.979767,224.979767,Needles
1696555.700186,5365342.760908,-13969.245522,80.113205,314.768036,224.768036,Needles
1696735.640696,5365687.360467,-14631.865555,80.180840,314.864624,224.864624,Needles
1697143.096515,5366034.990054,-14388.321281,80.122452,315.135223,225.135223,Needles
1697269.371242,5366311.987111,-14996.105225,79.968040,314.939423,224.939423,Needles
1697635.534821,5366699.944737,-15080.157823,79.968239,314.943420,224.943420,Needles
1697701.629783,5366946.363852,-15803.802637,80.097763,315.013947,225.013947,Needles
1698031.152014,5367353.248666,-16104.891268,80.004982,314.578735,224.578735,Needles
1697814.118290,5367323.688572,-16848.057270,79.640213,314.749054,224.749054,Needles
1697484.596059,5366916.803758,-16546.968639,79.762840,315.261169,225.261169,Needles
1697078.288298,5366595.574546,-16888.262439,79.902702,314.718445,224.718445,Needles
1698382.348678,5367604.166178,-15697.843946,79.863564,314.933075,224.933075,Needles
1698372.685182,5367368.175565,-14800.601294,79.939842,314.945892,224.945892,Needles
1698703.100062,5367566.904165,-14265.164278,80.106621,314.753326,224.753326,Needles
1698565.767424,5367212.397653,-13394.116850,80.090492,314.748077,224.748077,Needles
1698133.395512,5366722.245786,-13167.259688,80.077675,315.077942,225.077942,Needles
1698123.273008,5366507.567979,-12342.646390,79.993668,315.026581,225.026581,Needles
1698552.287062,5366780.003780,-11715.237309,80.005966,314.997284,224.997284,Needles
1698829.954133,5367129.702571,-12003.918730,80.002197,314.989014,224.989014,Needles
1698833.311991,5367347.418637,-12858.184973,79.880219,314.975769,224.975769,Needles
1699311.709264,5367899.315484,-13153.888945,79.853241,315.147980,225.147980,Needles
1699605.655343,5368366.871261,-13848.968639,79.887680,315.157623,225.157623,Needles
1700116.565181,5368866.363182,-13806.166658,79.964874,314.902435,224.902435,Needles
1700327.816999,5369216.261675,-14363.747364,80.096481,315.076294,225.076294,Needles
1700016.252511,5369079.702196,-15071.845476,80.134430,315.049927,225.049927,Needles
1699463.936058,5368532.413368,-15089.608226,80.129723,315.023438,225.023438,Needles
1699264.590708,5368169.480925,-14424.312095,80.120346,315.019379,225.019379,Needles
1700203.515026,5369425.540187,-15708.607435,79.943695,314.936554,224.936554,Needles
1700681.193262,5369885.209271,-15631.756875,79.950432,314.903900,224.903900,Needles
1700915.108190,5369925.982037,-14859.591838,79.943527,314.906830,224.906830,Needles
1701440.890182,5370404.088566,-14662.807104,79.943718,314.902344,224.902344,Needles
1701572.563318,5370697.507815,-15311.858190,80.107079,315.038391,225.038391,Needles
1701057.758740,5370342.497415,-15955.100011,80.059830,315.072327,225.072327,Needles
1701020.343579,5370501.934078,-16742.414605,79.924034,315.037476,225.037476,Needles
1701455.294892,5370985.944531,-16940.159401,79.925652,315.042542,225.042542,Needles
1701953.706339,5371363.951971,-16460.490682,79.964874,314.958801,224.958801,Needles
1702099.673469,5371669.310720,-17094.937989,79.938911,314.938049,224.938049,Needles
1701601.262021,5371291.303280,-17574.606708,79.897339,315.019958,225.019958,Needles
1702412.845418,5372012.443679,-17205.711546,79.894363,314.710205,224.710205,Needles
1702777.760734,5372215.482087,-16532.132488,80.204987,314.184265,224.184265,Needles
1702831.098258,5372057.434828,-15692.807619,79.781006,313.961060,223.961060,Needles
1703256.610373,5372398.475918,-15283.283246,80.090256,313.298096,223.298096,Needles
1703437.084666,5372754.931181,-15924.202843,79.961288,313.157654,223.157654,Needles
1703107.887361,5372592.227605,-16653.629677,79.986710,313.122925,223.122925,Needles
1703825.730628,5373196.314826,-16035.589179,79.975922,313.361145,223.361145,Needles
1704234.442755,5373452.587688,-15353.959294,79.911530,313.432861,223.432861,Needles
1704704.971898,5374002.776176,-15554.674801,79.889618,313.293762,223.293762,Needles
1704718.556306,5374238.013738,-16414.304912,80.115799,313.397583,223.397583,Needles
1704269.413349,5373958.730492,-17184.118890,80.091919,313.429077,223.429077,Needles
1703847.116814,5373467.220068,-17006.118665,80.087807,313.409729,223.409729,Needles
1705074.500161,5374649.587076,-16558.036285,80.164352,313.617645,223.617645,Needles
1705497.861439,5374985.034834,-16123.803666,80.179039,313.588593,223.588593,Needles
1705685.227664,5375375.195414,-16887.015520,80.083031,313.496277,223.496277,Needles
1706069.369804,5375802.628564,-16973.016131,80.082130,313.406281,223.406281,Needles
1706397.629287,5375962.348569,-16229.618310,80.258881,313.220581,223.220581,Needles
1706426.243690,5375809.449973,-15504.462477,80.095161,313.193237,223.193237,Needles
1706873.012957,5376206.572807,-15229.054427,79.791878,314.203278,224.203278,Needles
1707071.203073,5376535.186710,-15709.615395,79.715240,314.136353,224.136353,Needles
1707541.542280,5376956.271362,-15549.072255,79.687004,316.505219,226.505219,Needles
1707669.197712,5377203.384463,-16064.444243,80.044518,316.803436,226.803436,Needles
1707251.928113,5377037.352388,-17020.400331,80.302330,316.640167,226.640167,Needles
1706855.112989,5376663.586161,-17105.428324,80.087151,313.665344,223.665344,Needles
1706802.043380,5376408.533584,-16310.015376,80.284554,313.840607,223.840607,Needles
1706358.321938,5376295.087604,-17714.169451,80.172813,313.510742,223.510742,Needles
1707395.831298,5377367.784868,-17843.067979,80.241196,316.538971,226.538971,Needles
1707863.165502,5377080.304935,-14804.994837,80.191200,316.419586,226.419586,Needles
1708411.220849,5377574.892941,-14817.640599,79.874268,319.735687,229.735687,Needles
1708766.119500,5377724.437200,-14153.508902,80.177711,319.432037,229.432037,Needles
1709230.673608,5378126.220067,-14254.704483,80.175995,323.501129,233.501129,Needles
1708720.766592,5377460.928473,-13159.483653,80.341118,319.520538,229.520538,Needles
1708327.889540,5377049.091256,-12877.635417,79.743706,317.747437,227.747437,Needles
1708550.457617,5377003.947568,-11842.303017,80.258369,317.887329,227.887329,Needles
1709175.189668,5377466.165791,-11576.156151,79.672348,321.870209,231.870209,Needles
1709287.704660,5377749.126265,-12396.234438,79.230942,321.681732,231.681732,Needles
1709420.373831,5377511.356746,-10894.751619,80.826653,321.192291,231.192291,Needles
1709245.445998,5377181.037089,-10002.592412,80.420059,320.841248,230.841248,Needles
1709771.616913,5377511.374696,-9663.594117,79.313293,323.752106,233.752106,Needles
1709946.544746,5377841.694353,-10555.753324,79.840508,323.915222,233.915222,Needles
1710097.848938,5377587.024565,-8920.823445,80.045189,323.310608,233.310608,Needles
1710857.979430,5378144.031882,-8885.296472,80.039078,323.463959,233.463959,Needles
1711198.326575,5378551.709727,-9597.236595,80.051399,323.472687,233.472687,Needles
1711840.767352,5379041.599841,-9670.775033,80.030182,323.765076,233.765076,Needles
1711770.155259,5379156.536351,-10442.328026,80.200096,323.762573,233.762573,Needles
1711180.263381,5378173.587386,-7935.967537,79.887161,323.568939,233.568939,Needles
1709794.456009,5377189.436739,-8140.451375,79.980110,323.257263,233.257263,Needles
1709135.105691,5376696.061683,-8318.196020,80.010788,318.248291,228.248291,Needles
1708781.304374,5376552.033734,-9041.922379,79.918289,318.295410,228.295410,Needles
1708289.558345,5376039.500546,-8834.810414,79.977898,315.105560,225.105560,Needles
1708353.788271,5375902.936266,-8020.786819,80.223854,315.088226,225.088226,Needles
1708898.870129,5376345.197412,-7728.604440,79.934418,318.180420,228.180420,Needles
1709120.954902,5376371.141455,-6981.336520,80.488846,318.052490,228.052490,Needles
1708787.832952,5375948.782887,-6494.206557,79.572159,316.578247,226.578247,Needles
1708339.823730,5375583.865829,-6790.597220,80.190681,314.634369,224.634369,Needles
1708127.863822,5375563.963250,-7569.909563,79.911644,314.670807,224.670807,Needles
1707584.482833,5375095.096543,-7946.196556,80.114578,313.286621,223.286621,Needles
1707468.429499,5375215.436293,-8881.585851,79.679413,313.293213,223.293213,Needles
1707049.504281,5374908.776214,-9418.742552,79.943764,312.907837,222.907837,Needles
1707040.552853,5375100.790401,-10211.396621,80.636559,312.954529,222.954529,Needles
1707442.195676,5375622.515043,-10595.551142,80.788132,313.143616,223.143616,Needles
1707247.063857,5375577.560903,-11238.107248,79.586502,313.529907,223.529907,Needles
1706618.592690,5374939.523377,-11335.845690,79.619904,313.331024,223.331024,Needles
1706501.541017,5374656.346355,-10722.951606,80.094986,313.577118,223.577118,Needles
1706126.773322,5374221.630633,-10555.586917,80.190323,313.773682,223.773682,Needles
1705648.842875,5373893.638573,-11242.410164,80.212624,313.689819,223.689819,Needles
1705344.874535,5373501.222537,-10956.204924,80.102669,313.373505,223.373505,Needles
1705541.796642,5373452.448250,-9957.689960,79.789207,313.277740,223.277740,Needles
1706014.730972,5373823.534508,-9458.357591,79.790184,313.274323,223.274323,Needles
1706185.239817,5373818.234504,-8744.610706,79.921822,313.270996,223.270996,Needles
1706597.302854,5374194.463140,-8512.953099,79.868553,313.456329,223.456329,Needles
1706679.458434,5374443.002389,-9144.759928,80.065186,313.668091,223.668091,Needles
1706295.739312,5374200.300854,-9770.049308,80.034828,313.736206,223.736206,Needles
1705949.097935,5373460.182246,-8321.157190,80.101746,313.529419,223.529419,Needles
1704865.336810,5373164.425048,-11623.376272,80.059235,313.504700,223.504700,Needles
1704561.564447,5372761.189350,-11295.276493,80.075851,313.554474,223.554474,Needles
1704061.177028,5372318.304666,-11631.376610,80.144829,313.361511,223.361511,Needles
1703770.749155,5371855.181494,-11029.321522,79.846161,313.200745,223.200745,Needles
1703287.782783,5371403.225981,-11234.173147,79.690277,314.228455,224.228455,Needles
1702944.987650,5371260.748863,-12042.768924,79.810516,314.240479,224.240479,Needles
1702418.444781,5370752.775523,-12137.619303,79.962433,315.087341,225.087341,Needles
1702475.931439,5370622.713795,-11383.716659,80.071503,315.104950,225.104950,Needles
1703011.028386,5371039.140834,-10904.134755,80.130035,314.929352,224.929352,Needles
1703222.881525,5371056.380791,-10119.582675,79.940025,314.902191,224.902191,Needles
1703736.861107,5371522.128252,-9873.611421,80.327950,313.553223,223.553223,Needles
1704007.974341,5371956.843808,-10453.311876,79.818932,313.215912,223.215912,Needles
1704499.807681,5372491.274793,-10501.943284,79.776154,313.403595,223.403595,Needles
1702827.265365,5370608.893829,-9915.072290,80.001961,314.996521,224.996521,Needles
1702215.945240,5370096.229145,-10313.157398,80.034737,314.953094,224.953094,Needles
1701945.895229,5369717.001599,-9880.110155,79.924271,314.865967,224.865967,Needles
1702273.179768,5369895.452324,-9283.262782,79.920944,314.868286,224.868286,Needles
1702798.352235,5370424.435308,-9293.583588,79.935226,314.973450,224.973450,Needles
1703259.434824,5370712.990743,-8595.071434,80.109779,314.891632,224.891632,Needles
1703107.807951,5370394.393387,-7927.548118,79.961807,314.784576,224.784576,Needles
1702544.794050,5369791.438794,-7778.035844,79.997932,314.951721,224.951721,Needles
1702171.248456,5369581.053166,-8435.238354,80.014694,314.927399,224.927399,Needles
1701712.029306,5369144.475732,-8528.103215,80.010277,315.010254,225.010254,Needles
1701568.070634,5369270.913760,-9610.689832,79.943527,315.030487,225.030487,Needles
1701083.994808,5368910.308719,-10104.205468,79.970757,314.979156,224.979156,Needles
1700670.409366,5368407.284389,-9743.385807,80.038261,315.129791,225.129791,Needles
1700174.807980,5368066.450806,-10360.938453,80.052391,315.064941,225.064941,Needles
1700013.180342,5368119.467151,-11223.537320,79.996552,315.059784,225.059784,Needles
1699559.066890,5367800.191670,-11764.641174,80.029442,314.967285,224.967285,Needles
1699273.877666,5367438.438802,-11459.175401,80.013718,314.930756,224.930756,Needles
1699430.990335,5367385.042032,-10617.132267,79.912468,314.903351,224.903351,Needles
1699877.807198,5367693.778555,-10059.999173,79.946487,314.828430,224.828430,Needles
1699825.230607,5367453.618605,-9316.177730,79.927483,314.820831,224.820831,Needles
1699246.639063,5366835.524117,-9157.864531,79.881271,315.194916,225.194916,Needles
1699218.373925,5366608.514717,-8355.905243,80.141762,315.265930,225.265930,Needles
1699780.917401,5367099.508135,-8069.162478,80.270706,314.862671,224.862671,Needles
1700090.526048,5367573.088799,-8726.131662,80.051025,314.740295,224.740295,Needles
1700638.704025,5368154.082332,-8852.400459,79.970917,315.103088,225.103088,Needles
1698765.930213,5366067.048919,-7989.709752,79.992584,315.003876,225.003876,Needles
1698228.754603,5365642.278649,-8446.797357,80.103371,314.811188,224.811188,Needles
1698252.729528,5365892.751126,-9350.324563,79.863419,314.837708,224.837708,Needles
1698818.170276,5366544.530796,-9695.196247,79.929062,315.163269,225.163269,Needles
1698949.944956,5366853.888762,-10410.642540,80.018593,315.183472,225.183472,Needles
1698515.165216,5366557.586740,-10964.004252,80.175598,315.066620,225.066620,Needles
1697996.903683,5366067.054190,-11081.508976,80.201149,314.813080,224.813080,Needles
1697769.251033,5365726.230168,-10627.626794,80.164391,314.763824,224.763824,Needles
1697887.545171,5365627.148307,-9753.107396,79.898094,314.781799,224.781799,Needles
1697352.220001,5365002.195453,-9413.675922,79.901283,314.807037,224.807037,Needles
1697285.264161,5364755.891008,-8693.509370,80.254906,314.896759,224.896759,Needles
1697796.614407,5365130.371385,-8129.413637,80.148605,315.004700,225.004700,Needles
1697679.297919,5364824.414459,-7369.538991,79.983910,314.934143,224.934143,Needles
1697090.992501,5364239.965238,-7390.203334,79.983757,314.938080,224.938080,Needles
1696865.053690,5363834.336119,-6672.664344,79.998474,314.950409,224.950409,Needles
1696824.772142,5364192.231009,-8278.428154,80.232323,314.857849,224.857849,Needles
1697237.074482,5365326.546754,-11170.054690,80.126511,315.139374,225.139374,Needles
1697097.218491,5365391.091244,-11993.102092,79.946091,315.066467,225.066467,Needles
1697448.560059,5365836.691569,-12367.316303,79.907616,314.907166,224.907166,Needles
1697261.504248,5365859.873906,-13204.013677,79.916908,314.903595,224.903595,Needles
1697407.303062,5366131.524412,-13710.079702,80.142044,315.131195,225.131195,Needles
1697853.436524,5366579.415671,-13721.709625,80.135956,315.009949,225.009949,Needles
1697955.393556,5366870.838939,-14484.003802,79.941376,314.978119,224.978119,Needles
1697816.068700,5366112.971101,-11998.151083,79.939102,314.831024,224.831024,Needles
1699593.540630,5368043.352285,-12605.088476,80.064468,314.979431,224.979431,Needles
1700233.108253,5368671.585122,-12560.697528,80.057274,315.041565,225.041565,Needles
1700462.186725,5369027.040242,-13066.696016,79.898567,314.912689,224.912689,Needles
1701001.245331,5369527.071039,-12908.156480,79.920425,314.997528,224.997528,Needles
1701453.789137,5369840.644955,-12349.908886,80.029327,314.905975,224.905975,Needles
1701760.570237,5370250.386192,-12760.831494,80.050385,314.951141,224.951141,Needles
1702113.284898,5370599.126046,-12743.897567,80.042923,315.004517,225.004517,Needles
1702367.620095,5371017.115320,-13400.283066,79.978081,314.947571,224.947571,Needles
1702212.880637,5370996.349690,-13936.552501,79.963112,314.951965,224.951965,Needles
1701715.218146,5370517.307074,-14016.527094,79.987450,314.888519,224.888519,Needles
1701517.242943,5370189.332850,-13497.191586,80.063576,314.940186,224.940186,Needles
1701076.801230,5369753.004735,-13512.224043,80.082008,315.091736,225.091736,Needles
1700748.994442,5369602.872431,-14228.344285,80.095932,315.083893,225.083893,Needles
1702334.973065,5371276.113258,-14571.626521,80.110283,315.069427,225.069427,Needles
1702621.629271,5371590.199012,-14684.061826,80.093765,314.990845,224.990845,Needles
1702541.860304,5371719.189529,-15524.817349,79.992821,314.912933,224.912933,Needles
1702105.987584,5371384.285391,-15932.509914,79.973221,314.956512,224.956512,Needles
1701968.983710,5371090.489892,-15300.652200,80.112862,315.064117,225.064117,Needles
1703047.992924,5371926.172955,-14278.707753,80.588356,313.939087,223.939087,Needles
1703205.508386,5371955.744304,-13748.123371,79.630264,314.208923,224.208923,Needles
1703705.391793,5372468.984274,-13705.518044,80.120399,313.033813,223.033813,Needles
1703823.736113,5372760.163761,-14346.000461,80.028580,312.981781,222.981781,Needles
1703393.736071,5372396.204562,-14709.938902,79.849449,313.362671,223.362671,Needles
1704200.787109,5373201.670222,-14510.073702,80.182907,313.531403,223.531403,Needles
1704758.077481,5373618.650190,-13846.450314,80.043716,313.691315,223.691315,Needles
1705181.691821,5374122.293533,-14077.214217,79.948242,313.496124,223.496124,Needles
1705711.046274,5374596.023198,-13746.212767,79.974510,313.390961,223.390961,Needles
1705905.814593,5374940.890908,-14286.652094,80.003281,313.411713,223.411713,Needles
1706284.556296,5375374.272925,-14404.349934,79.937355,313.036102,223.036102,Needles
1706192.147529,5375471.228579,-15160.748875,80.009071,313.036652,223.036652,Needles
1705706.180368,5375041.183345,-15486.839116,79.903297,313.638824,223.638824,Needles
1705533.662643,5374725.372442,-14968.977374,79.774063,313.514465,223.514465,Needles
1705094.930592,5374255.502053,-14941.553111,79.763741,313.448151,223.448151,Needles
1706661.315294,5375638.926878,-13862.013618,80.043701,312.869568,222.869568,Needles
1706979.063095,5376013.304531,-14013.339264,80.418205,314.237518,224.237518,Needles
1707441.082448,5376291.931574,-13252.720466,80.096046,315.318115,225.318115,Needles
1707788.574401,5376698.311141,-13529.349659,80.342346,315.845062,225.845062,Needles
1707567.100337,5376699.235819,-14414.724310,79.652840,315.748291,225.748291,Needles
1707047.287000,5376246.588343,-14678.240760,80.202049,314.059967,224.059967,Needles
1707355.353855,5376006.590053,-12481.643808,79.263626,314.804535,224.804535,Needles
1707585.827617,5376073.379128,-11817.063839,80.663094,314.217133,224.217133,Needles
1708210.005035,5376606.373551,-11494.201039,79.735489,316.898926,226.898926,Needles
1708359.343764,5376523.972126,-10560.326981,80.597374,317.084961,227.084961,Needles
1707930.298166,5376035.931842,-10240.633675,79.818504,315.196350,225.196350,Needles
1707947.580562,5375820.867280,-9319.322453,79.895767,315.211243,225.211243,Needles
1708868.372189,5376821.440751,-9846.127723,79.895317,318.280914,228.280914,Needles
1706779.519291,5375513.436242,-12886.027567,79.969856,312.833282,222.833282,Needles
1706454.361423,5375112.201427,-12679.681201,80.130188,313.291595,223.291595,Needles
1705936.951494,5374674.438309,-13117.418598,80.117455,313.331299,223.331299,Needles
1705825.090684,5374363.984534,-12366.666466,80.014175,313.262146,223.262146,Needles
1706342.500613,5374801.747652,-11928.929070,80.031364,313.225372,223.225372,Needles
1705501.149045,5373982.291722,-12211.101588,80.103851,313.619507,223.619507,Needles
1704924.469022,5373570.246906,-12969.627016,80.065811,313.699188,223.699188,Needles
1704592.625127,5373144.796268,-12668.106941,79.924187,313.480469,223.480469,Needles
1703994.562626,5372610.042776,-13055.056145,79.916054,313.115387,223.115387,Needles
1703766.886891,5372186.786871,-12346.425594,80.204010,313.333649,223.333649,Needles
1703133.663884,5371581.186581,-12552.966282,80.130127,314.588806,224.588806,Needles
1702861.456213,5371491.202516,-13304.202160,80.133690,314.587799,224.587799,Needles
1701507.792787,5369696.413836,-11554.430986,80.005432,314.898376,224.898376,Needles
1702076.464453,5370127.289068,-10997.249687,79.976822,314.955994,224.955994,Needles
1701003.455422,5369100.469442,-11190.010608,80.035553,314.989532,224.989532,Needles
1700428.242341,5368650.461457,-11691.789814,79.993179,315.051605,225.051605,Needles
1709595.955171,5376696.224927,-6621.460557,79.484528,320.518829,230.518829,Needles
1710033.220716,5377163.655941,-7190.983832,80.451553,323.110413,233.110413,Needles
1709854.291146,5376705.032550,-5754.805324,79.940407,320.543060,230.543060,Needles
1696160.511726,5364921.494390,-13863.859744,80.065529,315.188660,225.188660,Needles
1695945.751285,5364474.526950,-12918.425536,80.052498,315.178955,225.178955,Needles
1695898.472522,5364825.025293,-14528.293583,80.083115,315.167755,225.167755,Needles
1695994.539922,5365118.228051,-15327.152591,80.003960,315.155853,225.155853,Needles
1700224.961764,5367002.895489,-5903.044360,79.954842,314.885986,224.885986,Needles
1700786.524458,5367590.248360,-6003.957904,79.973427,315.031616,225.031616,Needles
1700985.811320,5367982.458430,-6780.627062,80.042679,315.066864,225.066864,Needles
1712463.072112,5377998.925029,-2812.485963,79.972420,323.711243,233.711243,Needles
1715059.747147,5382561.391015,-14933.115331,79.993195,323.754059,233.754059,Needles
1714416.917142,5382117.108830,-15062.146126,80.004143,323.621674,233.621674,Needles
1692003.709990,5361793.478409,-17959.339638,79.780952,315.194427,225.194427,Needles
1690610.335312,5360819.180632,-18826.713367,69.875664,322.450806,232.450806,Needles
1689753.368819,5360577.346322,-18265.810653,84.400673,9.940549,279.940549,Needles
1690597.743493,5360466.569799,-16704.102539,59.899517,355.840363,265.840363,Needles
1689810.191013,5359806.835060,-13309.499003,77.616554,3.757120,273.757120,Needles
1703731.890485,5369415.887754,-1511.314258,79.988953,314.869019,224.869019,Needles
1714648.694954,5379378.768029,-1787.191759,79.810677,323.570953,233.570953,Needles
1704668.918816,5376055.024232,-23713.425747,80.019844,313.354706,223.354706,Needles
1704381.071477,5375748.149261,-23705.201186,80.016991,313.382996,223.382996,Needles
